policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0001659","PC-AUT-459142","CUST000556","AGT00111","COV002","Auto","Active","2021-03-24","2022-03-19",12,7733.72,644.48,500.00,500000.00,"Semi-Annual",,,"632.0","FL","2021-03-24","2021-12-25"
"POL0001660","PC-HOM-960153","CUST001581","AGT00065","COV018","Homeowners","Cancelled","2020-05-28","2021-05-23",12,3346.72,278.89,1000.00,250000.00,"Annual","2021-02-12","Insured Request","902.0","MO","2020-05-28","2020-10-10"
"POL0001661","PC-COM-144974","CUST000690","AGT00100","COV024","Commercial","Pending Renewal","2019-08-31","2021-08-20",24,69755.87,5812.99,5000.00,1000000.00,"Quarterly",,,"878.0","CO","2019-08-31","2020-09-20"
"POL0001662","PC-AUT-400904","CUST001867","AGT00082","COV010","Auto","Active","2019-10-08","2020-10-02",12,3651.73,304.31,2500.00,50000.00,"Monthly",,,"912.0","MO","2019-10-08","2021-09-19"
"POL0001663","PC-COM-766645","CUST000499","AGT00131","COV024","Commercial","Active","2021-05-31","2021-11-27",6,51903.59,4325.30,250.00,50000.00,"Monthly",,,"557.0","KY","2021-05-31","2021-08-05"
"POL0001664","PC-AUT-251976","CUST001517","AGT00101","COV001","Auto","Active","2019-08-30","2020-08-24",12,7615.86,634.65,5000.00,500000.00,"Monthly",,,"599.0","CA","2019-08-30","2021-06-02"
"POL0001665","PC-AUT-506217","CUST000679","AGT00093","COV001","Auto","Active","2021-01-01","2022-12-22",24,2705.54,225.46,1000.00,50000.00,"Annual",,,"718.0","TX","2021-01-01","2021-10-11"
"POL0001666","PC-AUT-924779","CUST001491","AGT00052","COV003","Auto","Active","2020-04-22","2022-04-12",24,3838.40,319.87,250.00,500000.00,"Semi-Annual",,,"655.0","PA","2020-04-22","2022-01-21"
"POL0001667","PC-HOM-322178","CUST000964","AGT00188","COV013","Homeowners","Suspended","2021-02-17","2021-08-16",6,3887.71,323.98,5000.00,500000.00,"Monthly",,,"546.0","TN","2021-02-17","2022-05-03"
"POL0001668","PC-COM-571745","CUST001083","AGT00135","COV025","Commercial","Expired","2021-04-12","2022-04-07",12,51994.81,4332.90,5000.00,250000.00,"Quarterly",,,"629.0","LA","2021-04-12","2022-07-11"
"POL0001669","PC-AUT-219284","CUST000070","AGT00127","COV002","Auto","Pending Renewal","2021-06-24","2023-06-14",24,6031.94,502.66,250.00,500000.00,"Semi-Annual",,,"931.0","NC","2021-06-24","2022-10-26"
"POL0001670","PC-COM-272061","CUST000525","AGT00109","COV024","Commercial","Suspended","2018-11-09","2019-11-04",12,58031.22,4835.94,5000.00,50000.00,"Semi-Annual",,,"616.0","AZ","2018-11-09","2019-01-15"
"POL0001671","PC-HOM-832871","CUST001686","AGT00180","COV014","Homeowners","Active","2019-09-24","2020-09-18",12,4313.46,359.45,500.00,1000000.00,"Semi-Annual",,,"447.0","CA","2019-09-24","2019-10-23"
"POL0001672","PC-COM-918695","CUST000761","AGT00079","COV024","Commercial","Cancelled","2022-12-25","2024-12-14",24,53828.68,4485.72,1000.00,1000000.00,"Annual","2023-04-25","Insured Request","685.0","MO","2022-12-25","2023-05-06"
"POL0001673","PC-AUT-645899","CUST000746","AGT00097","COV002","Auto","Active","2021-09-14","2022-09-09",12,2583.56,215.30,1000.00,250000.00,"Annual",,,"759.0","WA","2021-09-14","2022-04-26"
"POL0001674","PC-HOM-233114","CUST000001","AGT00099","COV014","Homeowners","Cancelled","2018-10-31","2020-10-20",24,893.46,74.45,250.00,50000.00,"Semi-Annual","2020-08-09","Move Out of State","791.0","WA","2018-10-31","2020-10-09"
"POL0001675","PC-AUT-708027","CUST001300","AGT00042","COV007","Auto","Active","2019-09-14","2021-09-03",24,6216.09,518.01,5000.00,100000.00,"Quarterly",,,"689.0","TX","2019-09-14","2020-12-10"
"POL0001676","PC-AUT-729581","CUST000777","AGT00137","COV009","Auto","Pending Renewal","2020-07-02","2020-12-29",6,5640.84,470.07,2500.00,250000.00,"Semi-Annual",,,"681.0","IN","2020-07-02","2021-08-11"
"POL0001677","PC-AUT-172906","CUST000906","AGT00187","COV010","Auto","Active","2019-04-26","2019-10-23",6,2931.10,244.26,2500.00,1000000.00,"Semi-Annual",,,"689.0","KY","2019-04-26","2021-04-01"
"POL0001678","PC-AUT-113982","CUST000261","AGT00007","COV002","Auto","Active","2018-05-02","2019-04-27",12,3357.60,279.80,250.00,100000.00,"Monthly",,,"802.0","CA","2018-05-02","2019-09-06"
"POL0001679","PC-AUT-774234","CUST001906","AGT00164","COV001","Auto","Expired","2021-10-08","2023-09-28",24,7745.61,645.47,1000.00,100000.00,"Annual",,,"435.0","OR","2021-10-08","2022-03-31"
"POL0001680","PC-AUT-856146","CUST001411","AGT00098","COV002","Auto","Pending Renewal","2022-07-29","2024-07-18",24,1393.76,116.15,2500.00,50000.00,"Quarterly",,,"826.0","AZ","2022-07-29","2023-04-01"
"POL0001681","PC-COM-778661","CUST001255","AGT00080","COV026","Commercial","Expired","2020-03-27","2022-03-17",24,74102.53,6175.21,1000.00,500000.00,"Monthly",,,"746.0","WI","2020-03-27","2020-04-01"
"POL0001682","PC-COM-959947","CUST000901","AGT00172","COV022","Commercial","Active","2019-12-19","2021-12-08",24,30190.28,2515.86,500.00,1000000.00,"Annual",,,"899.0","FL","2019-12-19","2021-04-13"
"POL0001683","PC-AUT-222931","CUST000152","AGT00070","COV002","Auto","Suspended","2021-12-20","2022-12-15",12,2290.64,190.89,250.00,50000.00,"Semi-Annual",,,"595.0","CA","2021-12-20","2023-05-04"
"POL0001684","PC-AUT-940217","CUST000702","AGT00187","COV009","Auto","Expired","2019-10-18","2020-10-12",12,4288.93,357.41,5000.00,50000.00,"Quarterly",,,"609.0","LA","2019-10-18","2021-02-14"
"POL0001685","PC-AUT-524281","CUST000247","AGT00147","COV001","Auto","Active","2018-03-23","2019-03-18",12,2228.16,185.68,1000.00,50000.00,"Semi-Annual",,,"518.0","CA","2018-03-23","2019-07-09"
"POL0001686","PC-COM-896550","CUST001334","AGT00199","COV025","Commercial","Suspended","2022-05-18","2022-11-14",6,20788.61,1732.38,1000.00,500000.00,"Monthly",,,"614.0","CA","2022-05-18","2024-03-12"
"POL0001687","PC-AUT-398016","CUST000302","AGT00158","COV005","Auto","Active","2020-02-24","2020-08-22",6,3573.53,297.79,2500.00,100000.00,"Quarterly",,,,"NE","2020-02-24","2020-12-07"
"POL0001688","PC-AUT-355330","CUST001845","AGT00150","COV007","Auto","Expired","2020-06-26","2020-12-23",6,2550.84,212.57,5000.00,100000.00,"Quarterly",,,"476.0","OH","2020-06-26","2022-04-21"
"POL0001689","PC-AUT-661356","CUST000825","AGT00018","COV004","Auto","Active","2019-12-05","2020-11-29",12,3578.39,298.20,2500.00,50000.00,"Monthly",,,"651.0","MO","2019-12-05","2021-08-28"
"POL0001690","PC-AUT-326204","CUST000056","AGT00001","COV005","Auto","Active","2020-12-30","2021-12-25",12,7798.38,649.87,1000.00,1000000.00,"Quarterly",,,,"CA","2020-12-30","2022-04-16"
"POL0001691","PC-COM-792114","CUST000557","AGT00169","COV021","Commercial","Expired","2018-01-10","2019-01-05",12,39569.22,3297.43,250.00,500000.00,"Semi-Annual",,,"515.0","IN","2018-01-10","2019-08-02"
"POL0001692","PC-AUT-392390","CUST000035","AGT00150","COV002","Auto","Active","2021-05-14","2021-11-10",6,832.09,69.34,5000.00,100000.00,"Annual",,,"519.0","CA","2021-05-14","2022-06-09"
"POL0001693","PC-HOM-977754","CUST001057","AGT00063","COV011","Homeowners","Expired","2020-11-13","2022-11-03",24,4148.93,345.74,2500.00,250000.00,"Monthly",,,"933.0","TX","2020-11-13","2020-11-24"
"POL0001694","PC-COM-862197","CUST000493","AGT00041","COV029","Commercial","Suspended","2018-01-29","2018-07-28",6,4592.49,382.71,500.00,1000000.00,"Semi-Annual",,,"932.0","TX","2018-01-29","2018-10-01"
"POL0001695","PC-HOM-741923","CUST001443","AGT00182","COV014","Homeowners","Cancelled","2019-10-11","2020-10-05",12,5900.97,491.75,1000.00,50000.00,"Annual","2019-11-29","Underwriting","876.0","OH","2019-10-11","2021-07-16"
"POL0001696","PC-COM-620409","CUST000685","AGT00139","COV022","Commercial","Suspended","2020-04-18","2020-10-15",6,28276.28,2356.36,2500.00,1000000.00,"Monthly",,,"851.0","MO","2020-04-18","2020-08-21"
"POL0001697","PC-AUT-237434","CUST000350","AGT00013","COV001","Auto","Expired","2021-07-07","2023-06-27",24,7019.30,584.94,2500.00,500000.00,"Semi-Annual",,,"908.0","TX","2021-07-07","2023-03-31"
"POL0001698","PC-HOM-520171","CUST000173","AGT00182","COV018","Homeowners","Suspended","2021-02-27","2023-02-17",24,3265.64,272.14,250.00,500000.00,"Annual",,,"648.0","FL","2021-02-27","2023-02-14"
"POL0001699","PC-COM-779592","CUST001628","AGT00073","COV024","Commercial","Active","2018-01-05","2018-07-04",6,40250.99,3354.25,500.00,1000000.00,"Monthly",,,"705.0","NY","2018-01-05","2018-04-05"
"POL0001700","PC-HOM-320195","CUST000086","AGT00191","COV014","Homeowners","Active","2019-12-25","2020-06-22",6,484.28,40.36,500.00,250000.00,"Monthly",,,"945.0","TN","2019-12-25","2021-10-23"
"POL0001701","PC-HOM-870137","CUST001939","AGT00149","COV013","Homeowners","Suspended","2019-11-04","2020-10-29",12,957.12,79.76,1000.00,100000.00,"Monthly",,,"464.0","WI","2019-11-04","2019-12-02"
"POL0001702","PC-AUT-472350","CUST001369","AGT00190","COV004","Auto","Cancelled","2022-05-15","2023-05-10",12,4270.15,355.85,500.00,250000.00,"Semi-Annual","2022-12-27","Move Out of State","520.0","WA","2022-05-15","2024-04-04"
"POL0001703","PC-COM-443999","CUST000869","AGT00165","COV034","Commercial","Suspended","2019-01-25","2021-01-14",24,5777.41,481.45,250.00,250000.00,"Annual",,,"588.0","AZ","2019-01-25","2020-10-15"
"POL0001704","PC-AUT-347301","CUST000893","AGT00054","COV007","Auto","Active","2021-03-22","2023-03-12",24,6125.50,510.46,1000.00,250000.00,"Quarterly",,,"697.0","NE","2021-03-22","2023-03-20"
"POL0001705","PC-HOM-265341","CUST001097","AGT00044","COV014","Homeowners","Active","2021-08-22","2022-08-17",12,2951.06,245.92,5000.00,500000.00,"Monthly",,,"477.0","KY","2021-08-22","2022-01-14"
"POL0001706","PC-AUT-242205","CUST001978","AGT00194","COV003","Auto","Suspended","2018-04-11","2018-10-08",6,1648.94,137.41,250.00,50000.00,"Monthly",,,"754.0","IN","2018-04-11","2019-03-21"
"POL0001707","PC-AUT-933576","CUST000548","AGT00146","COV002","Auto","Cancelled","2019-01-11","2020-01-06",12,7274.72,606.23,500.00,100000.00,"Quarterly","2019-07-06","Non-Payment","711.0","KY","2019-01-11","2019-08-13"
"POL0001708","PC-AUT-722855","CUST000619","AGT00063","COV003","Auto","Cancelled","2021-06-12","2022-06-07",12,4484.94,373.74,5000.00,500000.00,"Quarterly","2022-02-24","Insured Request","733.0","TX","2021-06-12","2023-03-29"
"POL0001709","PC-COM-930917","CUST001951","AGT00167","COV021","Commercial","Cancelled","2020-01-06","2021-12-26",24,5244.22,437.02,5000.00,50000.00,"Quarterly","2020-07-15","Underwriting","802.0","KY","2020-01-06","2021-11-28"
"POL0001710","PC-AUT-587498","CUST000164","AGT00004","COV007","Auto","Cancelled","2022-06-06","2023-06-01",12,8071.43,672.62,2500.00,50000.00,"Semi-Annual","2023-05-10","Non-Payment","817.0","CA","2022-06-06","2024-05-25"
"POL0001711","PC-COM-200869","CUST000207","AGT00186","COV026","Commercial","Active","2022-08-10","2024-07-30",24,36618.02,3051.50,500.00,500000.00,"Monthly",,,"449.0","OH","2022-08-10","2023-12-02"
"POL0001712","PC-HOM-993169","CUST000116","AGT00101","COV012","Homeowners","Expired","2020-12-24","2021-06-22",6,2627.68,218.97,500.00,1000000.00,"Annual",,,"993.0","OH","2020-12-24","2021-10-10"
"POL0001713","PC-HOM-640964","CUST001463","AGT00146","COV011","Homeowners","Active","2018-02-16","2020-02-06",24,7285.72,607.14,500.00,250000.00,"Monthly",,,"729.0","OH","2018-02-16","2018-06-08"
"POL0001714","PC-AUT-760287","CUST000434","AGT00085","COV001","Auto","Active","2018-11-17","2019-11-12",12,8147.90,678.99,250.00,250000.00,"Semi-Annual",,,"651.0","OH","2018-11-17","2020-10-19"
"POL0001715","PC-HOM-669483","CUST000433","AGT00102","COV011","Homeowners","Expired","2020-05-05","2020-11-01",6,8276.18,689.68,250.00,500000.00,"Annual",,,"871.0","CA","2020-05-05","2020-12-25"
"POL0001716","PC-AUT-122166","CUST001499","AGT00198","COV010","Auto","Suspended","2021-06-24","2021-12-21",6,3259.91,271.66,250.00,250000.00,"Monthly",,,"472.0","TN","2021-06-24","2022-03-17"
"POL0001717","PC-AUT-940912","CUST001862","AGT00020","COV004","Auto","Active","2022-07-17","2023-07-12",12,7479.47,623.29,1000.00,100000.00,"Quarterly",,,,"CA","2022-07-17","2022-10-06"
"POL0001718","PC-AUT-413526","CUST001782","AGT00182","COV010","Auto","Pending Renewal","2021-05-17","2022-05-12",12,4969.18,414.10,250.00,50000.00,"Monthly",,,,"TX","2021-05-17","2021-10-07"
"POL0001719","PC-HOM-942125","CUST000211","AGT00185","COV011","Homeowners","Pending Renewal","2020-07-13","2021-01-09",6,3097.72,258.14,5000.00,50000.00,"Monthly",,,"688.0","TX","2020-07-13","2021-02-01"
"POL0001720","PC-AUT-861824","CUST001509","AGT00180","COV009","Auto","Expired","2021-12-05","2022-06-03",6,5594.19,466.18,250.00,500000.00,"Monthly",,,"875.0","TX","2021-12-05","2022-12-07"
"POL0001721","PC-COM-358303","CUST001645","AGT00021","COV026","Commercial","Active","2019-10-20","2020-10-14",12,36497.96,3041.50,250.00,100000.00,"Quarterly",,,"970.0","LA","2019-10-20","2021-03-18"
"POL0001722","PC-AUT-816661","CUST001035","AGT00195","COV003","Auto","Pending Renewal","2020-11-21","2021-05-20",6,6803.92,566.99,1000.00,250000.00,"Quarterly",,,"559.0","AZ","2020-11-21","2021-12-31"
"POL0001723","PC-COM-667504","CUST001318","AGT00080","COV021","Commercial","Active","2020-09-27","2021-09-22",12,19787.67,1648.97,5000.00,500000.00,"Monthly",,,,"TN","2020-09-27","2021-05-15"
"POL0001724","PC-AUT-353811","CUST000497","AGT00070","COV007","Auto","Active","2022-06-28","2022-12-25",6,8296.13,691.34,5000.00,50000.00,"Monthly",,,"698.0","TX","2022-06-28","2024-05-28"
"POL0001725","PC-COM-241130","CUST000375","AGT00164","COV024","Commercial","Expired","2019-10-08","2020-10-02",12,69007.52,5750.63,1000.00,100000.00,"Monthly",,,,"CA","2019-10-08","2020-09-14"
"POL0001726","PC-COM-926600","CUST000175","AGT00006","COV021","Commercial","Cancelled","2018-11-18","2019-11-13",12,6434.01,536.17,500.00,50000.00,"Monthly","2019-03-25","Insured Request","594.0","AK","2018-11-18","2020-05-31"
"POL0001727","PC-AUT-453150","CUST000850","AGT00047","COV003","Auto","Active","2019-10-20","2020-04-17",6,6764.26,563.69,5000.00,50000.00,"Semi-Annual",,,"689.0","WA","2019-10-20","2021-05-28"
"POL0001728","PC-COM-251845","CUST000066","AGT00107","COV026","Commercial","Pending Renewal","2022-08-13","2023-08-08",12,69842.56,5820.21,250.00,50000.00,"Semi-Annual",,,"628.0","MN","2022-08-13","2023-01-19"
"POL0001729","PC-AUT-804610","CUST001928","AGT00106","COV002","Auto","Active","2020-04-25","2022-04-15",24,460.36,38.36,1000.00,50000.00,"Semi-Annual",,,"444.0","TX","2020-04-25","2021-11-23"
"POL0001730","PC-COM-404874","CUST000640","AGT00174","COV034","Commercial","Expired","2021-06-01","2022-05-27",12,15144.66,1262.06,2500.00,500000.00,"Annual",,,"817.0","MO","2021-06-01","2021-06-21"
"POL0001731","PC-AUT-608562","CUST001973","AGT00073","COV005","Auto","Active","2020-02-13","2021-02-07",12,985.27,82.11,500.00,50000.00,"Monthly",,,"539.0","FL","2020-02-13","2020-05-28"
"POL0001732","PC-HOM-363070","CUST001995","AGT00075","COV019","Homeowners","Expired","2022-08-02","2023-07-28",12,1328.60,110.72,5000.00,50000.00,"Monthly",,,"415.0","TN","2022-08-02","2023-06-06"
"POL0001733","PC-COM-648385","CUST000926","AGT00123","COV026","Commercial","Active","2021-06-01","2022-05-27",12,23952.95,1996.08,2500.00,50000.00,"Annual",,,"913.0","FL","2021-06-01","2022-08-29"
"POL0001734","PC-AUT-260314","CUST001435","AGT00010","COV001","Auto","Active","2019-07-06","2020-06-30",12,508.51,42.38,500.00,50000.00,"Quarterly",,,"440.0","NV","2019-07-06","2020-09-20"
"POL0001735","PC-COM-749494","CUST001025","AGT00046","COV025","Commercial","Active","2019-01-16","2020-01-11",12,73838.10,6153.18,1000.00,250000.00,"Quarterly",,,"776.0","AK","2019-01-16","2020-01-14"
"POL0001736","PC-AUT-705463","CUST001743","AGT00089","COV010","Auto","Expired","2019-10-24","2020-10-18",12,4097.56,341.46,1000.00,1000000.00,"Semi-Annual",,,"924.0","CA","2019-10-24","2021-04-24"
"POL0001737","PC-COM-122071","CUST001974","AGT00083","COV025","Commercial","Active","2021-10-26","2022-10-21",12,64958.69,5413.22,500.00,100000.00,"Annual",,,"912.0","TX","2021-10-26","2021-10-27"
"POL0001738","PC-AUT-295692","CUST001712","AGT00069","COV010","Auto","Suspended","2022-06-23","2023-06-18",12,498.56,41.55,500.00,100000.00,"Semi-Annual",,,"729.0","KY","2022-06-23","2024-03-22"
"POL0001739","PC-AUT-853443","CUST000869","AGT00092","COV005","Auto","Active","2021-07-29","2022-07-24",12,2539.13,211.59,500.00,1000000.00,"Quarterly",,,"617.0","OH","2021-07-29","2021-08-13"
"POL0001740","PC-COM-850449","CUST000950","AGT00031","COV021","Commercial","Suspended","2019-09-15","2021-09-04",24,33465.97,2788.83,1000.00,1000000.00,"Annual",,,"649.0","CA","2019-09-15","2020-04-15"
"POL0001741","PC-AUT-831528","CUST001039","AGT00041","COV004","Auto","Active","2019-05-22","2019-11-18",6,7577.20,631.43,250.00,500000.00,"Semi-Annual",,,"764.0","PA","2019-05-22","2019-08-02"
"POL0001742","PC-HOM-988439","CUST000982","AGT00101","COV018","Homeowners","Suspended","2022-11-01","2023-10-27",12,5937.57,494.80,5000.00,100000.00,"Monthly",,,"914.0","IN","2022-11-01","2022-11-27"
"POL0001743","PC-AUT-649153","CUST001180","AGT00165","COV009","Auto","Active","2020-10-28","2021-04-26",6,1930.24,160.85,1000.00,100000.00,"Monthly",,,"620.0","NC","2020-10-28","2022-09-18"
"POL0001744","PC-HOM-752065","CUST001546","AGT00064","COV011","Homeowners","Pending Renewal","2019-08-27","2020-08-21",12,3297.70,274.81,500.00,100000.00,"Monthly",,,"811.0","LA","2019-08-27","2019-11-08"
"POL0001745","PC-AUT-690958","CUST000358","AGT00134","COV003","Auto","Active","2022-11-29","2024-11-18",24,5329.38,444.12,2500.00,50000.00,"Annual",,,,"FL","2022-11-29","2024-11-02"
"POL0001746","PC-AUT-643950","CUST000922","AGT00181","COV010","Auto","Active","2021-08-16","2022-08-11",12,4098.07,341.51,5000.00,500000.00,"Monthly",,,"908.0","CA","2021-08-16","2021-12-19"
"POL0001747","PC-AUT-462322","CUST000167","AGT00107","COV002","Auto","Expired","2020-09-29","2021-09-24",12,8447.78,703.98,1000.00,500000.00,"Quarterly",,,"510.0","NC","2020-09-29","2022-02-03"
"POL0001748","PC-HOM-630306","CUST001210","AGT00004","COV013","Homeowners","Active","2020-12-27","2021-12-22",12,2146.86,178.91,250.00,100000.00,"Monthly",,,"519.0","CA","2020-12-27","2022-01-05"
"POL0001749","PC-HOM-376415","CUST000554","AGT00128","COV015","Homeowners","Pending Renewal","2019-10-11","2020-10-05",12,7920.15,660.01,250.00,250000.00,"Monthly",,,"799.0","PA","2019-10-11","2020-04-30"
"POL0001750","PC-AUT-363552","CUST001063","AGT00079","COV001","Auto","Cancelled","2020-06-02","2021-05-28",12,1559.13,129.93,500.00,50000.00,"Semi-Annual","2020-12-31","Fraud Suspected","668.0","FL","2020-06-02","2020-07-29"
"POL0001751","PC-AUT-294515","CUST001953","AGT00166","COV003","Auto","Active","2019-10-16","2020-10-10",12,1640.03,136.67,500.00,500000.00,"Semi-Annual",,,"861.0","OH","2019-10-16","2021-01-18"
"POL0001752","PC-AUT-812145","CUST000101","AGT00054","COV001","Auto","Active","2019-12-16","2021-12-05",24,962.55,80.21,500.00,100000.00,"Monthly",,,"485.0","MO","2019-12-16","2021-03-03"
"POL0001753","PC-AUT-887685","CUST000739","AGT00136","COV007","Auto","Active","2019-06-06","2021-05-26",24,3211.87,267.66,1000.00,100000.00,"Semi-Annual",,,"954.0","CA","2019-06-06","2019-10-06"
"POL0001754","PC-HOM-127523","CUST000851","AGT00082","COV014","Homeowners","Active","2021-12-01","2022-05-30",6,1787.71,148.98,250.00,1000000.00,"Monthly",,,"902.0","CA","2021-12-01","2023-06-02"
"POL0001755","PC-AUT-784455","CUST001765","AGT00149","COV005","Auto","Expired","2020-01-27","2022-01-16",24,2253.94,187.83,250.00,1000000.00,"Monthly",,,"850.0","OH","2020-01-27","2020-05-24"
"POL0001756","PC-COM-365447","CUST001158","AGT00111","COV029","Commercial","Cancelled","2022-11-26","2024-11-15",24,11842.87,986.91,5000.00,250000.00,"Annual","2023-06-10","Move Out of State","697.0","LA","2022-11-26","2023-05-01"
"POL0001757","PC-COM-572407","CUST001745","AGT00080","COV021","Commercial","Cancelled","2021-11-14","2022-11-09",12,52091.86,4340.99,500.00,1000000.00,"Annual","2022-10-17","Insured Request","808.0","CA","2021-11-14","2022-01-07"
